"pubid","year","interestgov","regvote","didvote"
287,2006,2,1,0
287,2008,2,1,NA
287,2010,3,1,NA
288,2004,4,1,0
288,2006,4,1,0
288,2008,2,1,NA
288,2010,4,1,NA
289,2004,NA,NA,NA
289,2006,4,1,0
289,2008,4,1,NA
289,2010,4,1,NA
290,2004,1,NA,1
290,2006,2,NA,1
290,2008,3,NA,1
290,2010,3,1,NA
291,2004,4,0,0
291,2006,4,0,0
291,2008,2,1,0
291,2010,4,1,0
292,2004,3,NA,1
292,2006,2,NA,1
292,2008,2,1,NA
292,2010,2,NA,1
293,2004,1,NA,1
293,2006,2,1,0
293,2008,2,NA,1
293,2010,1,NA,1
294,2004,1,NA,1
294,2006,2,1,0
294,2008,1,1,NA
294,2010,1,1,NA
295,2004,1,NA,1
295,2006,3,1,0
295,2008,2,1,NA
295,2010,4,1,NA
296,2004,4,NA,1
296,2006,3,1,0
296,2008,2,NA,1
296,2010,4,1,NA
297,2004,4,0,0
297,2006,3,1,0
297,2008,3,0,0
297,2010,4,1,0
298,2004,2,NA,0
298,2006,2,0,NA
298,2008,2,1,NA
298,2010,4,1,0
299,2004,1,NA,1
299,2006,1,NA,1
299,2008,1,NA,1
299,2010,1,1,NA
300,2004,1,NA,1
300,2006,3,0,0
300,2008,3,1,0
300,2010,3,0,0
301,2004,NA,NA,NA
301,2006,NA,NA,NA
301,2008,1,NA,1
301,2010,NA,NA,NA
302,2004,NA,NA,NA
302,2006,NA,NA,NA
302,2008,NA,NA,NA
302,2010,NA,NA,NA
303,2004,NA,NA,NA
303,2006,NA,NA,NA
303,2008,1,NA,1
303,2010,4,NA,1
304,2004,NA,NA,NA
304,2006,3,1,0
304,2008,1,1,NA
304,2010,2,1,NA
305,2004,NA,NA,NA
305,2006,4,NA,1
305,2008,4,NA,1
305,2010,4,NA,1
306,2004,NA,NA,NA
306,2006,3,NA,NA
306,2008,3,NA,1
306,2010,4,1,0
307,2004,1,NA,0
307,2006,2,NA,0
307,2008,2,1,NA
307,2010,2,1,0
308,2004,2,NA,1
308,2006,1,NA,1
308,2008,2,NA,NA
308,2010,2,NA,1
309,2004,NA,NA,NA
309,2006,4,NA,0
309,2008,2,NA,1
309,2010,2,1,0
310,2004,NA,NA,NA
310,2006,4,1,0
310,2008,4,NA,0
310,2010,2,NA,NA
311,2004,3,NA,1
311,2006,3,NA,1
311,2008,3,1,NA
311,2010,4,NA,1
312,2004,4,NA,1
312,2006,4,1,0
312,2008,3,NA,1
312,2010,4,NA,1
313,2004,2,NA,1
313,2006,2,1,0
313,2008,2,1,NA
313,2010,2,1,0
314,2004,1,NA,1
314,2006,2,NA,1
314,2008,1,1,NA
314,2010,NA,NA,NA
315,2004,4,NA,0
315,2006,4,1,0
315,2008,4,1,0
315,2010,4,1,NA
316,2004,NA,NA,NA
316,2006,NA,NA,NA
316,2008,1,NA,1
316,2010,NA,NA,NA
317,2004,3,1,0
317,2006,2,0,0
317,2008,1,0,0
317,2010,NA,NA,NA
318,2004,NA,NA,NA
318,2006,NA,NA,NA
318,2008,NA,NA,NA
318,2010,NA,NA,NA
319,2004,NA,NA,NA
319,2006,NA,NA,NA
319,2008,NA,NA,NA
319,2010,NA,NA,NA
320,2004,NA,NA,NA
320,2006,NA,NA,NA
320,2008,NA,NA,NA
320,2010,NA,NA,NA
321,2004,1,NA,1
321,2006,2,NA,1
321,2008,2,1,NA
321,2010,2,NA,1
322,2004,1,NA,1
322,2006,1,1,0
322,2008,1,1,NA
322,2010,1,1,0
323,2004,2,NA,1
323,2006,2,NA,1
323,2008,1,NA,1
323,2010,1,NA,1
324,2004,NA,NA,NA
324,2006,NA,NA,NA
324,2008,NA,NA,NA
324,2010,NA,NA,NA
325,2004,2,0,0
325,2006,4,1,0
325,2008,NA,1,NA
325,2010,3,1,0
326,2004,2,NA,1
326,2006,4,0,NA
326,2008,4,1,0
326,2010,4,1,0
327,2004,3,NA,1
327,2006,2,NA,1
327,2008,2,NA,1
327,2010,3,NA,1
328,2004,NA,NA,NA
328,2006,NA,NA,NA
328,2008,NA,NA,NA
328,2010,NA,NA,NA
329,2004,NA,NA,NA
329,2006,3,0,0
329,2008,3,0,0
329,2010,4,0,0
330,2004,NA,NA,NA
330,2006,NA,NA,NA
330,2008,NA,NA,NA
330,2010,NA,NA,NA
331,2004,2,NA,1
331,2006,1,NA,1
331,2008,2,1,NA
331,2010,1,1,0
332,2004,3,1,0
332,2006,3,1,0
332,2008,3,1,0
332,2010,2,NA,1
333,2004,4,NA,0
333,2006,4,0,NA
333,2008,3,1,NA
333,2010,4,1,0
334,2004,2,NA,1
334,2006,2,1,0
334,2008,3,1,0
334,2010,NA,NA,NA
335,2004,NA,NA,NA
335,2006,2,NA,1
335,2008,NA,NA,NA
335,2010,NA,NA,NA
336,2004,2,NA,1
336,2006,1,1,0
336,2008,2,1,NA
336,2010,2,1,0
337,2004,4,NA,1
337,2006,4,NA,1
337,2008,3,NA,1
337,2010,4,NA,0
338,2004,2,NA,1
338,2006,1,NA,1
338,2008,NA,NA,NA
338,2010,2,NA,1
339,2004,4,NA,1
339,2006,4,1,0
339,2008,3,NA,1
339,2010,3,NA,1
340,2004,2,NA,1
340,2006,2,NA,1
340,2008,2,0,0
340,2010,3,1,0
341,2004,2,NA,1
341,2006,1,0,0
341,2008,2,0,0
341,2010,2,NA,1
342,2004,4,1,0
342,2006,4,1,0
342,2008,3,0,0
342,2010,3,0,0
343,2004,3,1,0
343,2006,4,NA,0
343,2008,4,NA,0
343,2010,4,NA,0
344,2004,4,0,0
344,2006,NA,NA,NA
344,2008,4,0,NA
344,2010,4,0,0
345,2004,4,0,0
345,2006,4,NA,0
345,2008,2,0,0
345,2010,2,NA,NA
346,2004,NA,NA,NA
346,2006,4,1,0
346,2008,4,0,0
346,2010,4,0,0
347,2004,4,0,0
347,2006,3,0,0
347,2008,4,0,NA
347,2010,4,0,NA
348,2004,4,NA,0
348,2006,4,NA,0
348,2008,4,0,NA
348,2010,4,0,0
349,2004,4,0,0
349,2006,3,NA,0
349,2008,3,1,NA
349,2010,1,NA,1
350,2004,3,0,0
350,2006,3,0,0
350,2008,2,0,0
350,2010,4,1,NA
351,2004,NA,NA,NA
351,2006,2,1,0
351,2008,2,NA,1
351,2010,NA,NA,NA
352,2004,NA,NA,NA
352,2006,NA,NA,NA
352,2008,NA,NA,NA
352,2010,NA,NA,NA
353,2004,3,NA,0
353,2006,4,1,0
353,2008,NA,NA,NA
353,2010,NA,NA,NA
354,2004,NA,NA,NA
354,2006,NA,NA,NA
354,2008,2,0,0
354,2010,3,0,0
355,2004,2,NA,0
355,2006,3,1,0
355,2008,1,NA,1
355,2010,2,1,0
356,2004,2,0,0
356,2006,4,NA,0
356,2008,4,0,NA
356,2010,3,0,0
357,2004,2,0,0
357,2006,4,1,0
357,2008,2,1,NA
357,2010,3,1,0
358,2004,2,0,0
358,2006,2,0,0
358,2008,3,0,NA
358,2010,3,0,0
359,2004,3,NA,1
359,2006,2,1,0
359,2008,2,1,NA
359,2010,2,1,NA
360,2004,2,NA,1
360,2006,1,NA,1
360,2008,NA,NA,NA
360,2010,2,1,0
361,2004,NA,NA,NA
361,2006,NA,NA,NA
361,2008,NA,NA,NA
361,2010,NA,NA,NA
362,2004,2,NA,1
362,2006,2,1,NA
362,2008,1,1,NA
362,2010,3,1,0
363,2004,4,1,0
363,2006,4,1,NA
363,2008,3,NA,1
363,2010,4,0,NA
364,2004,2,NA,1
364,2006,3,NA,1
364,2008,NA,NA,NA
364,2010,3,NA,1
365,2004,1,1,0
365,2006,4,1,0
365,2008,3,1,NA
365,2010,4,1,0
366,2004,2,NA,1
366,2006,1,1,NA
366,2008,3,1,NA
366,2010,2,1,NA
367,2004,3,NA,0
367,2006,4,0,NA
367,2008,3,0,0
367,2010,3,0,NA
368,2004,2,0,0
368,2006,3,NA,1
368,2008,3,NA,1
368,2010,4,1,NA
369,2004,NA,NA,NA
369,2006,NA,NA,NA
369,2008,NA,NA,NA
369,2010,NA,NA,NA
370,2004,NA,NA,NA
370,2006,NA,NA,NA
370,2008,NA,NA,NA
370,2010,1,NA,0
371,2004,3,1,0
371,2006,NA,NA,NA
371,2008,4,0,0
371,2010,4,0,NA
372,2004,3,1,0
372,2006,4,0,NA
372,2008,3,0,0
372,2010,3,1,0
373,2004,4,1,0
373,2006,4,0,NA
373,2008,4,1,NA
373,2010,4,1,NA
374,2004,4,NA,1
374,2006,4,NA,1
374,2008,1,1,NA
374,2010,2,1,0
375,2004,NA,NA,NA
375,2006,NA,NA,NA
375,2008,NA,NA,NA
375,2010,NA,NA,NA
376,2004,1,1,0
376,2006,1,1,NA
376,2008,1,1,NA
376,2010,1,NA,1
377,2004,3,1,0
377,2006,4,1,0
377,2008,2,NA,1
377,2010,4,NA,1
378,2004,3,NA,1
378,2006,2,1,NA
378,2008,2,NA,1
378,2010,2,NA,1
379,2004,NA,NA,NA
379,2006,NA,NA,NA
379,2008,NA,NA,NA
379,2010,NA,NA,NA
380,2004,NA,NA,NA
380,2006,NA,NA,NA
380,2008,1,NA,1
380,2010,NA,NA,NA
381,2004,NA,NA,NA
381,2006,NA,NA,NA
381,2008,NA,NA,NA
381,2010,NA,NA,NA
382,2004,1,NA,1
382,2006,1,1,0
382,2008,1,NA,1
382,2010,2,1,0
383,2004,NA,NA,NA
383,2006,NA,NA,NA
383,2008,NA,NA,NA
383,2010,NA,NA,NA
384,2004,NA,NA,NA
384,2006,NA,NA,NA
384,2008,NA,NA,NA
384,2010,NA,NA,NA
385,2004,2,NA,1
385,2006,2,NA,1
385,2008,2,NA,1
385,2010,2,1,NA
386,2004,2,0,0
386,2006,3,1,0
386,2008,2,1,NA
386,2010,2,1,NA
387,2004,2,NA,1
387,2006,3,NA,0
387,2008,2,0,0
387,2010,4,0,NA
388,2004,2,0,0
388,2006,4,0,0
388,2008,2,NA,1
388,2010,4,NA,1
389,2004,NA,NA,NA
389,2006,NA,NA,NA
389,2008,NA,NA,NA
389,2010,NA,NA,NA
390,2004,2,NA,1
390,2006,3,1,NA
390,2008,2,NA,1
390,2010,3,1,NA
391,2004,3,0,0
391,2006,1,0,0
391,2008,2,0,0
391,2010,2,0,NA
392,2004,1,NA,1
392,2006,1,1,NA
392,2008,1,0,0
392,2010,1,1,0
393,2004,2,NA,1
393,2006,1,NA,1
393,2008,1,NA,1
393,2010,1,1,NA
394,2004,1,NA,1
394,2006,2,NA,1
394,2008,1,NA,1
394,2010,1,1,NA
395,2004,3,NA,1
395,2006,2,1,0
395,2008,1,NA,1
395,2010,3,1,NA
396,2004,2,0,0
396,2006,3,0,0
396,2008,3,NA,1
396,2010,4,0,NA
397,2004,1,NA,1
397,2006,1,1,NA
397,2008,NA,NA,NA
397,2010,NA,NA,NA
398,2004,2,0,0
398,2006,2,1,NA
398,2008,3,1,NA
398,2010,2,1,NA
399,2004,NA,NA,NA
399,2006,NA,NA,NA
399,2008,NA,NA,NA
399,2010,NA,NA,NA
400,2004,NA,NA,NA
400,2006,NA,NA,NA
400,2008,NA,NA,NA
400,2010,NA,NA,NA
401,2004,NA,NA,NA
401,2006,NA,NA,NA
401,2008,4,0,0
401,2010,2,0,NA
402,2004,2,0,0
402,2006,2,0,0
402,2008,1,0,0
402,2010,3,1,NA
403,2004,3,1,0
403,2006,4,1,0
403,2008,3,1,0
403,2010,2,0,0
404,2004,1,NA,1
404,2006,1,NA,1
404,2008,1,NA,1
404,2010,1,NA,1
405,2004,3,1,0
405,2006,NA,NA,NA
405,2008,NA,NA,NA
405,2010,NA,NA,NA
406,2004,2,NA,1
406,2006,2,1,0
406,2008,NA,NA,NA
406,2010,NA,NA,NA
407,2004,3,NA,1
407,2006,2,0,0
407,2008,2,0,0
407,2010,3,0,0
408,2004,2,NA,1
408,2006,3,NA,1
408,2008,2,1,NA
408,2010,2,NA,1
409,2004,1,0,0
409,2006,2,1,0
409,2008,2,NA,NA
409,2010,2,0,NA
410,2004,2,0,0
410,2006,2,NA,0
410,2008,4,NA,0
410,2010,NA,NA,NA
411,2004,3,1,0
411,2006,2,NA,1
411,2008,2,1,0
411,2010,2,1,NA
412,2004,2,1,0
412,2006,2,NA,1
412,2008,2,NA,1
412,2010,1,NA,1
413,2004,2,NA,1
413,2006,3,NA,1
413,2008,2,NA,1
413,2010,2,1,NA
414,2004,4,0,0
414,2006,2,1,0
414,2008,2,1,NA
414,2010,3,1,NA
415,2004,2,NA,1
415,2006,2,1,NA
415,2008,3,NA,1
415,2010,3,NA,1
416,2004,1,NA,1
416,2006,1,1,NA
416,2008,1,NA,1
416,2010,1,1,NA
417,2004,2,0,0
417,2006,2,0,0
417,2008,1,NA,1
417,2010,2,1,NA
418,2004,NA,NA,NA
418,2006,NA,NA,NA
418,2008,NA,NA,NA
418,2010,NA,NA,NA
419,2004,2,0,0
419,2006,2,1,0
419,2008,1,1,NA
419,2010,1,0,0
420,2004,2,NA,1
420,2006,2,1,0
420,2008,2,1,NA
420,2010,1,NA,1
421,2004,1,NA,1
421,2006,2,1,0
421,2008,3,1,0
421,2010,3,0,0
422,2004,2,NA,1
422,2006,2,1,0
422,2008,2,NA,1
422,2010,3,NA,1
423,2004,4,NA,1
423,2006,4,1,NA
423,2008,2,NA,1
423,2010,3,1,NA
424,2004,3,NA,1
424,2006,4,1,NA
424,2008,2,1,NA
424,2010,4,1,NA
425,2004,1,NA,1
425,2006,1,NA,1
425,2008,2,1,NA
425,2010,2,1,NA
426,2004,4,NA,0
426,2006,3,0,0
426,2008,4,0,NA
426,2010,4,NA,0
427,2004,NA,NA,NA
427,2006,NA,NA,NA
427,2008,NA,NA,NA
427,2010,4,0,0
428,2004,2,1,0
428,2006,NA,NA,NA
428,2008,NA,NA,NA
428,2010,4,0,0
429,2004,2,0,0
429,2006,4,0,NA
429,2008,3,0,NA
429,2010,3,0,NA
430,2004,2,NA,1
430,2006,3,1,0
430,2008,4,1,NA
430,2010,NA,NA,NA
431,2004,2,NA,1
431,2006,2,NA,1
431,2008,NA,NA,NA
431,2010,NA,NA,NA
432,2004,NA,NA,NA
432,2006,4,NA,0
432,2008,3,NA,0
432,2010,3,0,0
433,2004,NA,NA,NA
433,2006,NA,NA,NA
433,2008,3,NA,1
433,2010,3,NA,0
434,2004,2,1,0
434,2006,1,NA,1
434,2008,1,1,0
434,2010,1,1,0
435,2004,NA,NA,NA
435,2006,3,0,0
435,2008,4,0,0
435,2010,4,0,0
436,2004,NA,NA,NA
436,2006,4,NA,0
436,2008,4,NA,0
436,2010,3,NA,0
437,2004,3,0,0
437,2006,3,0,NA
437,2008,4,0,NA
437,2010,2,0,NA
438,2004,4,1,0
438,2006,4,0,0
438,2008,4,0,0
438,2010,4,0,NA
439,2004,4,0,0
439,2006,4,0,NA
439,2008,4,0,NA
439,2010,4,0,NA
440,2004,4,NA,0
440,2006,4,0,NA
440,2008,4,NA,0
440,2010,4,0,0
441,2004,2,1,0
441,2006,4,1,NA
441,2008,4,1,0
441,2010,4,0,NA
442,2004,NA,NA,NA
442,2006,NA,NA,NA
442,2008,2,NA,1
442,2010,3,1,NA
443,2004,3,0,0
443,2006,NA,NA,NA
443,2008,4,NA,0
443,2010,4,0,NA
444,2004,2,NA,0
444,2006,NA,NA,NA
444,2008,2,0,0
444,2010,2,0,NA
445,2004,2,NA,1
445,2006,2,1,NA
445,2008,3,1,0
445,2010,2,1,0
446,2004,2,NA,0
446,2006,3,NA,0
446,2008,4,0,0
446,2010,3,0,NA
447,2004,2,1,0
447,2006,2,1,0
447,2008,2,NA,1
447,2010,1,1,NA
448,2004,2,NA,1
448,2006,4,1,0
448,2008,1,0,NA
448,2010,4,1,NA
449,2004,NA,NA,NA
449,2006,NA,NA,NA
449,2008,NA,NA,NA
449,2010,NA,NA,NA
450,2004,3,1,0
450,2006,3,1,0
450,2008,3,1,0
450,2010,3,1,0
451,2004,1,1,0
451,2006,2,0,0
451,2008,2,0,0
451,2010,3,0,0
452,2004,4,0,0
452,2006,4,1,0
452,2008,4,0,0
452,2010,4,0,NA
453,2004,4,0,0
453,2006,4,0,0
453,2008,4,0,0
453,2010,4,0,NA
454,2004,3,NA,1
454,2006,3,1,NA
454,2008,4,NA,1
454,2010,4,1,NA
455,2004,2,NA,1
455,2006,3,0,0
455,2008,2,1,NA
455,2010,3,1,NA
456,2004,1,NA,1
456,2006,1,0,NA
456,2008,1,NA,1
456,2010,2,NA,1
457,2004,4,NA,0
457,2006,4,0,0
457,2008,4,0,NA
457,2010,3,0,NA
458,2004,2,NA,1
458,2006,2,NA,1
458,2008,2,1,NA
458,2010,3,1,NA
459,2004,4,NA,1
459,2006,4,1,NA
459,2008,3,NA,1
459,2010,4,1,0
460,2004,1,NA,0
460,2006,2,0,0
460,2008,2,0,NA
460,2010,4,0,NA
461,2004,2,NA,0
461,2006,4,0,0
461,2008,1,0,NA
461,2010,1,0,NA
462,2004,4,NA,0
462,2006,4,0,0
462,2008,4,NA,0
462,2010,4,0,NA
463,2004,2,NA,0
463,2006,3,0,NA
463,2008,1,NA,0
463,2010,2,0,0
464,2004,3,0,0
464,2006,4,1,0
464,2008,1,0,NA
464,2010,4,0,0
465,2004,3,NA,0
465,2006,2,0,0
465,2008,2,0,NA
465,2010,2,1,NA
466,2004,4,1,0
466,2006,4,0,0
466,2008,3,1,NA
466,2010,2,NA,1
467,2004,2,NA,0
467,2006,2,NA,0
467,2008,1,NA,0
467,2010,4,0,NA
468,2004,4,NA,0
468,2006,4,0,0
468,2008,4,NA,0
468,2010,4,0,0
469,2004,4,NA,0
469,2006,3,NA,0
469,2008,4,NA,0
469,2010,3,0,NA
470,2004,2,NA,0
470,2006,2,0,0
470,2008,4,0,NA
470,2010,2,0,NA
471,2004,4,NA,0
471,2006,4,0,0
471,2008,4,0,NA
471,2010,4,0,NA
472,2004,1,NA,1
472,2006,2,NA,1
472,2008,2,NA,1
472,2010,4,1,NA
473,2004,4,NA,0
473,2006,2,0,NA
473,2008,2,0,NA
473,2010,2,0,0
474,2004,2,1,0
474,2006,3,NA,0
474,2008,1,0,NA
474,2010,1,0,0
475,2004,3,NA,0
475,2006,1,0,NA
475,2008,3,0,0
475,2010,3,0,0
476,2004,1,NA,1
476,2006,4,0,NA
476,2008,3,1,NA
476,2010,3,1,0
477,2004,3,NA,0
477,2006,2,0,0
477,2008,2,0,0
477,2010,2,0,NA
478,2004,2,NA,1
478,2006,3,NA,1
478,2008,3,NA,1
478,2010,3,NA,1
479,2004,3,1,0
479,2006,4,0,0
479,2008,NA,NA,1
479,2010,NA,1,NA
480,2004,3,NA,1
480,2006,4,0,0
480,2008,2,1,NA
480,2010,4,1,0
481,2004,2,0,0
481,2006,2,0,0
481,2008,4,0,0
481,2010,NA,NA,NA
482,2004,3,1,0
482,2006,2,1,NA
482,2008,1,1,NA
482,2010,1,1,NA
483,2004,1,NA,1
483,2006,1,1,0
483,2008,1,NA,1
483,2010,1,1,NA
484,2004,3,1,0
484,2006,4,1,0
484,2008,2,1,NA
484,2010,3,1,NA
485,2004,2,0,0
485,2006,3,0,NA
485,2008,2,1,NA
485,2010,2,1,NA
486,2004,3,NA,1
486,2006,3,1,0
486,2008,3,1,0
486,2010,2,1,0
487,2004,2,0,0
487,2006,NA,0,NA
487,2008,2,0,0
487,2010,2,0,0
488,2004,2,1,0
488,2006,2,1,0
488,2008,1,1,NA
488,2010,1,NA,1
489,2004,1,NA,1
489,2006,NA,NA,NA
489,2008,1,NA,1
489,2010,1,1,0
490,2004,1,1,0
490,2006,2,0,0
490,2008,1,NA,1
490,2010,2,NA,1
491,2004,NA,NA,NA
491,2006,NA,NA,NA
491,2008,NA,NA,NA
491,2010,NA,NA,NA
492,2004,4,1,0
492,2006,3,1,0
492,2008,4,1,NA
492,2010,3,NA,1
493,2004,NA,NA,NA
493,2006,NA,NA,NA
493,2008,NA,NA,NA
493,2010,NA,NA,NA
494,2004,NA,NA,NA
494,2006,NA,NA,NA
494,2008,NA,NA,NA
494,2010,NA,NA,NA
495,2004,NA,NA,NA
495,2006,NA,NA,NA
495,2008,NA,NA,NA
495,2010,NA,NA,NA
496,2004,3,0,0
496,2006,4,1,0
496,2008,1,1,0
496,2010,3,1,0
497,2004,NA,NA,NA
497,2006,2,1,0
497,2008,NA,NA,NA
497,2010,NA,NA,NA
498,2004,1,NA,1
498,2006,1,1,0
498,2008,1,NA,1
498,2010,1,NA,1
499,2004,NA,NA,NA
499,2006,NA,NA,NA
499,2008,NA,NA,NA
499,2010,NA,NA,NA
500,2004,NA,NA,NA
500,2006,NA,NA,NA
500,2008,NA,NA,NA
500,2010,NA,NA,NA
501,2004,NA,NA,NA
501,2006,NA,NA,NA
501,2008,NA,NA,NA
501,2010,NA,NA,NA
502,2004,NA,NA,NA
502,2006,NA,NA,NA
502,2008,NA,NA,NA
502,2010,NA,NA,NA
503,2004,1,NA,1
503,2006,2,0,0
503,2008,3,0,NA
503,2010,4,0,0
504,2004,NA,NA,NA
504,2006,3,0,0
504,2008,NA,NA,NA
504,2010,NA,NA,NA
505,2004,NA,NA,NA
505,2006,4,0,0
505,2008,4,0,0
505,2010,1,NA,1
506,2004,NA,NA,NA
506,2006,NA,NA,NA
506,2008,NA,NA,NA
506,2010,NA,NA,NA
507,2004,3,NA,1
507,2006,4,NA,1
507,2008,3,1,NA
507,2010,4,NA,1
508,2004,2,NA,0
508,2006,1,NA,0
508,2008,1,0,NA
508,2010,1,NA,0
509,2004,3,NA,1
509,2006,2,NA,1
509,2008,1,1,NA
509,2010,2,1,NA
510,2004,3,NA,1
510,2006,2,NA,1
510,2008,4,1,NA
510,2010,2,1,0
511,2004,2,0,0
511,2006,2,0,NA
511,2008,2,0,0
511,2010,4,0,0
512,2004,4,1,0
512,2006,NA,NA,NA
512,2008,3,1,0
512,2010,3,0,0
513,2004,1,NA,0
513,2006,4,0,NA
513,2008,2,NA,0
513,2010,1,0,0
514,2004,NA,NA,NA
514,2006,3,NA,0
514,2008,4,NA,0
514,2010,NA,NA,NA
515,2004,4,1,0
515,2006,2,1,0
515,2008,2,1,NA
515,2010,2,1,NA
516,2004,3,0,0
516,2006,4,NA,0
516,2008,1,0,NA
516,2010,4,0,NA
517,2004,2,NA,0
517,2006,1,NA,0
517,2008,3,1,0
517,2010,4,0,0
518,2004,3,0,0
518,2006,3,NA,0
518,2008,4,0,0
518,2010,4,0,0
519,2004,2,0,0
519,2006,3,0,0
519,2008,4,0,0
519,2010,4,1,NA
520,2004,2,0,0
520,2006,3,NA,0
520,2008,3,0,NA
520,2010,3,0,NA
521,2004,2,0,0
521,2006,2,NA,0
521,2008,2,0,NA
521,2010,2,0,NA
522,2004,4,0,0
522,2006,4,NA,0
522,2008,3,NA,0
522,2010,3,0,0
523,2004,4,0,0
523,2006,4,0,0
523,2008,4,1,NA
523,2010,4,1,NA
524,2004,2,NA,1
524,2006,3,NA,1
524,2008,1,1,NA
524,2010,1,NA,1
525,2004,2,0,0
525,2006,3,0,NA
525,2008,1,0,NA
525,2010,2,0,NA
526,2004,2,NA,0
526,2006,3,0,NA
526,2008,NA,NA,NA
526,2010,2,0,0
527,2004,1,NA,1
527,2006,1,1,0
527,2008,2,1,0
527,2010,2,1,NA
528,2004,4,0,0
528,2006,4,0,0
528,2008,4,1,0
528,2010,4,0,NA
529,2004,2,1,0
529,2006,1,NA,1
529,2008,2,1,NA
529,2010,1,NA,1
530,2004,1,1,0
530,2006,2,NA,1
530,2008,2,NA,1
530,2010,2,1,NA
531,2004,2,NA,0
531,2006,NA,NA,NA
531,2008,NA,NA,NA
531,2010,NA,NA,NA
532,2004,NA,NA,NA
532,2006,NA,NA,NA
532,2008,NA,NA,NA
532,2010,NA,NA,NA
533,2004,3,0,0
533,2006,3,0,0
533,2008,4,0,0
533,2010,3,0,0
534,2004,2,1,0
534,2006,3,1,0
534,2008,NA,NA,NA
534,2010,1,0,0
535,2004,1,0,0
535,2006,3,0,0
535,2008,1,0,NA
535,2010,3,0,0
536,2004,2,1,0
536,2006,2,1,0
536,2008,2,0,0
536,2010,3,0,0
537,2004,3,NA,1
537,2006,2,0,0
537,2008,3,0,NA
537,2010,4,0,0
538,2004,3,0,0
538,2006,4,0,0
538,2008,4,0,0
538,2010,3,0,0
539,2004,NA,NA,NA
539,2006,NA,NA,NA
539,2008,NA,NA,NA
539,2010,NA,NA,NA
540,2004,3,NA,1
540,2006,3,1,0
540,2008,NA,NA,NA
540,2010,4,1,0
541,2004,NA,NA,NA
541,2006,1,NA,0
541,2008,NA,NA,NA
541,2010,2,0,0
542,2004,1,NA,1
542,2006,1,1,NA
542,2008,1,1,NA
542,2010,1,1,0
543,2004,2,NA,1
543,2006,4,1,NA
543,2008,3,1,0
543,2010,4,1,0
544,2004,2,NA,1
544,2006,1,1,NA
544,2008,1,1,NA
544,2010,1,NA,1
545,2004,1,NA,1
545,2006,1,1,0
545,2008,1,1,NA
545,2010,1,NA,1
546,2004,2,1,0
546,2006,1,1,0
546,2008,1,NA,1
546,2010,1,NA,1
547,2004,1,NA,1
547,2006,1,NA,1
547,2008,1,NA,1
547,2010,1,NA,1
548,2004,1,0,0
548,2006,2,0,0
548,2008,3,0,0
548,2010,3,0,0
549,2004,2,0,0
549,2006,1,1,0
549,2008,1,1,0
549,2010,NA,NA,NA
550,2004,1,0,0
550,2006,1,NA,1
550,2008,1,1,0
550,2010,NA,NA,NA
551,2004,2,0,0
551,2006,1,0,0
551,2008,1,0,0
551,2010,2,0,0
552,2004,2,NA,1
552,2006,NA,NA,NA
552,2008,NA,NA,NA
552,2010,2,NA,1
553,2004,NA,NA,NA
553,2006,NA,NA,NA
553,2008,NA,NA,NA
553,2010,NA,NA,NA
554,2004,NA,NA,NA
554,2006,NA,NA,NA
554,2008,4,0,0
554,2010,NA,NA,NA
555,2004,1,NA,1
555,2006,1,NA,1
555,2008,2,1,NA
555,2010,2,1,NA
556,2004,2,NA,1
556,2006,2,1,0
556,2008,2,NA,1
556,2010,2,1,NA
557,2004,1,NA,1
557,2006,1,1,0
557,2008,2,NA,1
557,2010,2,1,NA
558,2004,1,NA,1
558,2006,1,NA,1
558,2008,1,NA,1
558,2010,1,NA,1
559,2004,2,NA,1
559,2006,2,NA,1
559,2008,2,1,NA
559,2010,1,NA,1
560,2004,2,NA,1
560,2006,4,1,NA
560,2008,4,1,0
560,2010,4,1,NA
561,2004,2,NA,1
561,2006,2,NA,1
561,2008,2,NA,1
561,2010,3,1,NA
562,2004,2,NA,1
562,2006,4,NA,1
562,2008,4,NA,1
562,2010,4,1,0
563,2004,4,0,0
563,2006,4,0,NA
563,2008,NA,1,NA
563,2010,4,1,NA
564,2004,4,0,0
564,2006,4,0,0
564,2008,4,0,NA
564,2010,1,0,0
565,2004,NA,NA,NA
565,2006,2,NA,1
565,2008,1,NA,1
565,2010,1,1,0
566,2004,4,0,0
566,2006,4,0,0
566,2008,2,NA,0
566,2010,4,0,NA
567,2004,NA,NA,NA
567,2006,NA,NA,NA
567,2008,NA,NA,NA
567,2010,NA,NA,NA
568,2004,NA,NA,NA
568,2006,NA,NA,NA
568,2008,4,0,0
568,2010,4,0,0
569,2004,4,0,0
569,2006,NA,NA,NA
569,2008,NA,NA,NA
569,2010,NA,NA,NA
570,2004,NA,NA,NA
570,2006,NA,NA,NA
570,2008,NA,NA,NA
570,2010,NA,NA,NA
571,2004,4,0,0
571,2006,4,0,NA
571,2008,4,0,NA
571,2010,4,0,0
572,2004,NA,NA,NA
572,2006,4,NA,1
572,2008,4,0,0
572,2010,4,1,0
573,2004,2,0,0
573,2006,4,NA,0
573,2008,2,0,0
573,2010,1,0,NA
574,2004,2,0,0
574,2006,2,NA,0
574,2008,3,0,0
574,2010,4,0,NA
575,2004,4,NA,0
575,2006,2,0,0
575,2008,2,0,0
