"pubid","year","interestgov","regvote","didvote"
8245,2010,2,1,NA
8246,2004,3,NA,1
8246,2006,2,1,NA
8246,2008,2,1,NA
8246,2010,3,0,NA
8247,2004,4,NA,0
8247,2006,2,0,0
8247,2008,2,0,NA
8247,2010,NA,NA,NA
8248,2004,1,NA,1
8248,2006,1,NA,1
8248,2008,1,1,NA
8248,2010,1,1,NA
8249,2004,4,NA,1
8249,2006,1,1,NA
8249,2008,2,1,NA
8249,2010,2,1,NA
8250,2004,3,1,0
8250,2006,4,1,NA
8250,2008,1,1,NA
8250,2010,4,1,NA
8251,2004,1,1,0
8251,2006,2,0,0
8251,2008,4,1,0
8251,2010,4,1,NA
8252,2004,NA,NA,NA
8252,2006,NA,NA,NA
8252,2008,NA,NA,NA
8252,2010,NA,NA,NA
8253,2004,1,NA,1
8253,2006,1,NA,1
8253,2008,1,NA,1
8253,2010,1,NA,1
8254,2004,3,NA,1
8254,2006,4,NA,0
8254,2008,3,1,NA
8254,2010,4,1,NA
8255,2004,3,NA,1
8255,2006,2,1,0
8255,2008,2,NA,1
8255,2010,1,NA,1
8256,2004,NA,NA,NA
8256,2006,3,NA,1
8256,2008,2,1,NA
8256,2010,3,NA,1
8257,2004,2,NA,1
8257,2006,2,1,0
8257,2008,1,1,NA
8257,2010,1,1,NA
8258,2004,2,NA,1
8258,2006,1,1,0
8258,2008,2,NA,1
8258,2010,2,1,0
8259,2004,2,NA,1
8259,2006,4,1,0
8259,2008,2,NA,1
8259,2010,3,NA,1
8260,2004,2,0,0
8260,2006,1,1,0
8260,2008,2,NA,1
8260,2010,1,0,0
8261,2004,2,NA,1
8261,2006,1,NA,1
8261,2008,2,NA,1
8261,2010,1,NA,1
8262,2004,2,0,0
8262,2006,1,1,0
8262,2008,1,NA,1
8262,2010,2,1,0
8263,2004,4,1,0
8263,2006,NA,NA,NA
8263,2008,NA,NA,NA
8263,2010,NA,NA,NA
8264,2004,4,NA,1
8264,2006,4,1,NA
8264,2008,4,1,NA
8264,2010,4,1,0
8265,2004,1,0,0
8265,2006,4,0,0
8265,2008,2,NA,1
8265,2010,2,NA,1
8266,2004,2,1,0
8266,2006,3,0,NA
8266,2008,2,1,NA
8266,2010,2,1,0
8267,2004,NA,NA,NA
8267,2006,1,1,0
8267,2008,4,0,0
8267,2010,2,0,NA
8268,2004,4,NA,1
8268,2006,2,0,NA
8268,2008,1,1,0
8268,2010,NA,NA,NA
8269,2004,3,NA,1
8269,2006,NA,NA,NA
8269,2008,NA,NA,NA
8269,2010,2,NA,1
8270,2004,3,NA,1
8270,2006,2,NA,1
8270,2008,2,NA,0
8270,2010,3,1,0
8271,2004,4,NA,1
8271,2006,4,0,0
8271,2008,4,0,0
8271,2010,3,0,0
8272,2004,4,NA,1
8272,2006,3,1,0
8272,2008,3,NA,1
8272,2010,3,1,0
8273,2004,3,NA,1
8273,2006,4,1,0
8273,2008,3,NA,1
8273,2010,4,1,0
8274,2004,4,0,0
8274,2006,4,1,0
8274,2008,3,1,NA
8274,2010,4,1,0
8275,2004,1,NA,1
8275,2006,1,1,0
8275,2008,1,1,NA
8275,2010,1,NA,1
8276,2004,2,NA,1
8276,2006,4,1,NA
8276,2008,4,1,NA
8276,2010,4,NA,1
8277,2004,1,NA,1
8277,2006,2,NA,1
8277,2008,3,1,NA
8277,2010,2,1,0
8278,2004,1,NA,1
8278,2006,3,1,0
8278,2008,2,1,NA
8278,2010,NA,NA,NA
8279,2004,3,NA,1
8279,2006,3,NA,1
8279,2008,2,NA,1
8279,2010,4,NA,1
8280,2004,4,NA,1
8280,2006,4,1,NA
8280,2008,2,1,NA
8280,2010,4,NA,1
8281,2004,NA,NA,NA
8281,2006,3,NA,1
8281,2008,3,NA,1
8281,2010,3,NA,1
8282,2004,1,1,0
8282,2006,3,1,NA
8282,2008,1,1,0
8282,2010,4,1,0
8283,2004,3,NA,1
8283,2006,3,1,0
8283,2008,2,1,NA
8283,2010,2,1,0
8284,2004,4,NA,1
8284,2006,4,NA,1
8284,2008,4,0,NA
8284,2010,4,0,NA
8285,2004,3,NA,1
8285,2006,2,0,0
8285,2008,2,NA,1
8285,2010,1,1,0
8286,2004,2,NA,1
8286,2006,3,1,0
8286,2008,2,1,NA
8286,2010,4,1,0
8287,2004,4,NA,1
8287,2006,1,NA,1
8287,2008,2,NA,1
8287,2010,2,NA,1
8288,2004,NA,NA,NA
8288,2006,NA,NA,NA
8288,2008,4,1,0
8288,2010,4,0,0
8289,2004,2,0,0
8289,2006,NA,NA,NA
8289,2008,3,NA,1
8289,2010,2,1,0
8290,2004,NA,NA,NA
8290,2006,NA,NA,NA
8290,2008,NA,NA,NA
8290,2010,3,1,0
8291,2004,2,NA,1
8291,2006,1,1,0
8291,2008,2,1,NA
8291,2010,2,1,0
8292,2004,NA,NA,NA
8292,2006,1,NA,1
8292,2008,2,1,NA
8292,2010,2,NA,1
8293,2004,1,NA,1
8293,2006,1,1,NA
8293,2008,1,1,NA
8293,2010,1,1,0
8294,2004,NA,NA,NA
8294,2006,3,NA,0
8294,2008,4,NA,0
8294,2010,3,0,0
8295,2004,2,NA,1
8295,2006,2,NA,0
8295,2008,NA,NA,NA
8295,2010,4,0,0
8296,2004,1,0,0
8296,2006,3,0,NA
8296,2008,1,1,NA
8296,2010,1,NA,1
8297,2004,3,1,0
8297,2006,4,1,0
8297,2008,4,1,0
8297,2010,3,1,0
8298,2004,2,NA,1
8298,2006,2,NA,1
8298,2008,NA,NA,NA
8298,2010,NA,NA,NA
8299,2004,3,NA,1
8299,2006,1,NA,1
8299,2008,3,NA,1
8299,2010,3,1,0
8300,2004,3,NA,0
8300,2006,2,0,0
8300,2008,2,NA,0
8300,2010,3,0,0
8301,2004,2,0,0
8301,2006,3,0,0
8301,2008,4,1,NA
8301,2010,4,0,NA
8302,2004,3,0,0
8302,2006,2,0,0
8302,2008,4,0,0
8302,2010,4,0,0
8303,2004,NA,NA,NA
8303,2006,NA,NA,NA
8303,2008,NA,NA,NA
8303,2010,4,1,0
8304,2004,1,NA,1
8304,2006,2,1,0
8304,2008,3,NA,1
8304,2010,3,NA,1
8305,2004,3,0,0
8305,2006,3,NA,0
8305,2008,4,0,NA
8305,2010,4,0,0
8306,2004,3,NA,1
8306,2006,3,1,0
8306,2008,4,NA,1
8306,2010,4,1,NA
8307,2004,2,1,0
8307,2006,2,1,NA
8307,2008,2,NA,1
8307,2010,2,1,NA
8308,2004,2,NA,1
8308,2006,3,NA,1
8308,2008,3,1,NA
8308,2010,3,1,NA
8309,2004,2,NA,1
8309,2006,2,NA,1
8309,2008,2,1,NA
8309,2010,3,1,0
8310,2004,2,NA,1
8310,2006,3,1,NA
8310,2008,2,NA,1
8310,2010,2,NA,1
8311,2004,1,NA,1
8311,2006,2,1,NA
8311,2008,2,NA,1
8311,2010,3,1,0
8312,2004,NA,NA,NA
8312,2006,2,NA,0
8312,2008,NA,NA,NA
8312,2010,2,NA,0
8313,2004,4,1,0
8313,2006,3,NA,1
8313,2008,NA,NA,NA
8313,2010,2,NA,1
8314,2004,2,NA,1
8314,2006,4,1,0
8314,2008,4,0,0
8314,2010,NA,NA,NA
8315,2004,1,0,0
8315,2006,3,0,0
8315,2008,3,1,0
8315,2010,NA,NA,NA
8316,2004,2,1,0
8316,2006,2,NA,1
8316,2008,2,NA,1
8316,2010,3,NA,1
8317,2004,3,NA,1
8317,2006,4,1,0
8317,2008,4,NA,1
8317,2010,4,1,NA
8318,2004,1,NA,1
8318,2006,1,1,0
8318,2008,1,0,NA
8318,2010,4,0,0
8319,2004,1,0,0
8319,2006,4,NA,0
8319,2008,4,0,0
8319,2010,NA,NA,NA
8320,2004,4,1,0
8320,2006,4,0,0
8320,2008,NA,NA,NA
8320,2010,NA,NA,NA
8321,2004,2,0,0
8321,2006,4,1,0
8321,2008,3,1,0
8321,2010,2,1,0
8322,2004,2,NA,1
8322,2006,2,1,0
8322,2008,2,1,NA
8322,2010,NA,NA,NA
8323,2004,2,0,0
8323,2006,4,1,0
8323,2008,3,0,0
8323,2010,4,0,NA
8324,2004,NA,NA,NA
8324,2006,NA,NA,NA
8324,2008,NA,NA,NA
8324,2010,4,0,0
8325,2004,2,NA,1
8325,2006,3,1,0
8325,2008,2,0,0
8325,2010,3,0,NA
8326,2004,2,NA,1
8326,2006,2,1,0
8326,2008,2,NA,1
8326,2010,2,1,NA
8327,2004,1,0,0
8327,2006,2,0,0
8327,2008,1,1,0
8327,2010,NA,NA,NA
8328,2004,4,0,0
8328,2006,3,0,0
8328,2008,4,0,NA
8328,2010,4,0,NA
8329,2004,3,0,0
8329,2006,3,0,0
8329,2008,2,0,NA
8329,2010,4,0,0
8330,2004,3,1,0
8330,2006,2,1,0
8330,2008,2,1,NA
8330,2010,2,NA,1
8331,2004,NA,NA,NA
8331,2006,1,1,0
8331,2008,1,0,0
8331,2010,2,NA,0
8332,2004,NA,NA,NA
8332,2006,NA,NA,NA
8332,2008,NA,NA,NA
8332,2010,NA,NA,NA
8333,2004,NA,NA,NA
8333,2006,NA,NA,NA
8333,2008,4,0,0
8333,2010,4,0,0
8334,2004,4,0,0
8334,2006,4,0,0
8334,2008,2,1,NA
8334,2010,4,0,NA
8335,2004,2,0,0
8335,2006,2,NA,0
8335,2008,3,0,NA
8335,2010,3,0,0
8336,2004,NA,NA,NA
8336,2006,NA,NA,NA
8336,2008,NA,NA,NA
8336,2010,NA,NA,NA
8337,2004,3,1,0
8337,2006,3,0,NA
8337,2008,3,NA,1
8337,2010,2,0,0
8338,2004,4,0,0
8338,2006,4,0,NA
8338,2008,4,1,NA
8338,2010,4,0,0
8339,2004,4,0,0
8339,2006,4,0,0
8339,2008,4,0,0
8339,2010,4,0,NA
8340,2004,2,0,0
8340,2006,3,NA,0
8340,2008,4,NA,0
8340,2010,1,1,NA
8341,2004,4,0,0
8341,2006,NA,NA,NA
8341,2008,NA,NA,NA
8341,2010,1,0,0
8342,2004,3,NA,1
8342,2006,4,0,0
8342,2008,4,1,0
8342,2010,2,1,0
8343,2004,NA,NA,NA
8343,2006,3,1,0
8343,2008,4,NA,0
8343,2010,4,0,NA
8344,2004,2,0,0
8344,2006,NA,NA,NA
8344,2008,4,NA,0
8344,2010,4,0,NA
8345,2004,1,1,0
8345,2006,2,0,0
8345,2008,1,NA,1
8345,2010,NA,NA,NA
8346,2004,1,NA,1
8346,2006,1,1,NA
8346,2008,1,1,NA
8346,2010,2,1,NA
8347,2004,NA,NA,NA
8347,2006,NA,NA,NA
8347,2008,NA,NA,NA
8347,2010,NA,NA,NA
8348,2004,3,0,0
8348,2006,4,0,NA
8348,2008,3,0,0
8348,2010,3,0,0
8349,2004,4,0,0
8349,2006,2,0,0
8349,2008,2,NA,1
8349,2010,2,1,NA
8350,2004,2,NA,1
8350,2006,2,1,NA
8350,2008,3,1,NA
8350,2010,3,0,NA
8351,2004,NA,NA,NA
8351,2006,3,1,0
8351,2008,3,1,0
8351,2010,3,1,NA
8352,2004,4,0,0
8352,2006,3,NA,0
8352,2008,2,NA,0
8352,2010,3,0,NA
8353,2004,NA,NA,NA
8353,2006,NA,NA,NA
8353,2008,4,NA,0
8353,2010,4,NA,0
8354,2004,2,NA,1
8354,2006,2,1,0
8354,2008,3,1,0
8354,2010,3,1,0
8355,2004,1,0,0
8355,2006,3,0,0
8355,2008,1,NA,1
8355,2010,1,1,NA
8356,2004,2,0,0
8356,2006,3,1,0
8356,2008,1,1,0
8356,2010,3,1,0
8357,2004,3,NA,1
8357,2006,2,NA,1
8357,2008,4,NA,1
8357,2010,1,NA,1
8358,2004,4,1,0
8358,2006,3,1,NA
8358,2008,3,1,NA
8358,2010,4,1,0
8359,2004,4,1,0
8359,2006,2,1,NA
8359,2008,3,0,NA
8359,2010,3,1,0
8360,2004,1,NA,1
8360,2006,2,NA,1
8360,2008,1,NA,1
8360,2010,3,NA,1
8361,2004,1,1,0
8361,2006,1,0,0
8361,2008,1,1,NA
8361,2010,1,NA,1
8362,2004,3,1,0
8362,2006,4,1,0
8362,2008,2,1,NA
8362,2010,3,1,NA
8363,2004,2,1,0
8363,2006,2,NA,0
8363,2008,1,NA,1
8363,2010,2,1,0
8364,2004,4,1,0
8364,2006,2,0,0
8364,2008,2,1,0
8364,2010,3,1,0
8365,2004,3,1,0
8365,2006,3,0,0
8365,2008,2,NA,0
8365,2010,4,0,0
8366,2004,1,NA,1
8366,2006,2,NA,1
8366,2008,2,1,0
8366,2010,2,1,0
8367,2004,2,NA,1
8367,2006,2,1,0
8367,2008,2,1,NA
8367,2010,1,1,NA
8368,2004,1,1,0
8368,2006,1,NA,1
8368,2008,1,NA,1
8368,2010,3,1,NA
8369,2004,1,1,0
8369,2006,4,1,0
8369,2008,2,NA,1
8369,2010,2,1,NA
8370,2004,3,1,0
8370,2006,4,0,NA
8370,2008,4,NA,1
8370,2010,NA,NA,NA
8371,2004,NA,NA,NA
8371,2006,3,NA,1
8371,2008,3,NA,1
8371,2010,NA,NA,NA
8372,2004,2,0,0
8372,2006,4,0,0
8372,2008,1,NA,1
8372,2010,2,1,NA
8373,2004,2,NA,1
8373,2006,3,NA,1
8373,2008,1,NA,1
8373,2010,2,NA,1
8374,2004,1,NA,1
8374,2006,2,NA,1
8374,2008,1,NA,1
8374,2010,2,NA,1
8375,2004,NA,NA,NA
8375,2006,NA,NA,NA
8375,2008,NA,NA,NA
8375,2010,NA,NA,NA
8376,2004,3,NA,1
8376,2006,4,1,0
8376,2008,4,1,NA
8376,2010,3,1,NA
8377,2004,2,NA,1
8377,2006,4,1,NA
8377,2008,2,1,NA
8377,2010,3,1,NA
8378,2004,NA,NA,NA
8378,2006,NA,NA,NA
8378,2008,4,NA,1
8378,2010,2,NA,1
8379,2004,3,0,0
8379,2006,1,1,0
8379,2008,1,1,NA
8379,2010,2,1,NA
8380,2004,NA,NA,NA
8380,2006,2,NA,0
8380,2008,NA,NA,NA
8380,2010,4,NA,0
8381,2004,4,0,0
8381,2006,2,1,NA
8381,2008,4,1,NA
8381,2010,4,1,0
8382,2004,4,1,0
8382,2006,4,1,NA
8382,2008,2,1,NA
8382,2010,4,0,0
8383,2004,4,1,0
8383,2006,4,1,NA
8383,2008,3,NA,1
8383,2010,4,NA,1
8384,2004,2,0,0
8384,2006,2,NA,0
8384,2008,3,0,0
8384,2010,2,NA,1
8385,2004,2,NA,1
8385,2006,2,NA,1
8385,2008,2,NA,1
8385,2010,2,NA,1
8386,2004,4,NA,1
8386,2006,4,1,NA
8386,2008,2,NA,1
8386,2010,4,NA,1
8387,2004,3,0,0
8387,2006,2,0,0
8387,2008,2,NA,1
8387,2010,2,NA,1
8388,2004,2,0,0
8388,2006,2,1,NA
8388,2008,2,1,0
8388,2010,2,NA,0
8389,2004,2,NA,1
8389,2006,3,1,0
8389,2008,2,NA,1
8389,2010,2,1,NA
8390,2004,NA,NA,NA
8390,2006,NA,NA,NA
8390,2008,NA,NA,NA
8390,2010,2,NA,1
8391,2004,1,NA,1
8391,2006,2,NA,1
8391,2008,1,NA,1
8391,2010,2,NA,1
8392,2004,1,1,0
8392,2006,3,1,NA
8392,2008,2,1,0
8392,2010,1,1,0
8393,2004,4,NA,1
8393,2006,4,1,NA
8393,2008,4,NA,1
8393,2010,4,NA,1
8394,2004,3,NA,0
8394,2006,3,1,NA
8394,2008,3,NA,0
8394,2010,3,0,0
8395,2004,1,NA,1
8395,2006,2,1,NA
8395,2008,2,NA,1
8395,2010,2,NA,1
8396,2004,3,0,0
8396,2006,4,1,0
8396,2008,4,0,0
8396,2010,4,1,0
8397,2004,NA,NA,NA
8397,2006,4,1,0
8397,2008,2,1,0
8397,2010,2,1,0
8398,2004,2,1,0
8398,2006,4,1,0
8398,2008,4,0,0
8398,2010,3,0,0
8399,2004,4,NA,0
8399,2006,2,NA,0
8399,2008,NA,NA,NA
8399,2010,NA,NA,NA
8400,2004,2,0,0
8400,2006,3,1,NA
8400,2008,2,0,0
8400,2010,2,0,0
8401,2004,4,0,0
8401,2006,4,0,0
8401,2008,NA,NA,NA
8401,2010,4,0,0
8402,2004,1,1,0
8402,2006,4,0,0
8402,2008,4,NA,1
8402,2010,4,1,0
8403,2004,2,NA,1
8403,2006,2,NA,1
8403,2008,2,NA,1
8403,2010,2,NA,1
8404,2004,3,1,0
8404,2006,3,1,0
8404,2008,2,0,0
8404,2010,3,1,0
8405,2004,3,0,0
8405,2006,3,1,NA
8405,2008,1,NA,1
8405,2010,1,0,0
8406,2004,3,NA,1
8406,2006,3,1,NA
8406,2008,2,NA,1
8406,2010,3,NA,1
8407,2004,NA,NA,NA
8407,2006,NA,NA,NA
8407,2008,1,1,0
8407,2010,4,NA,0
8408,2004,2,0,0
8408,2006,1,0,0
8408,2008,2,NA,0
8408,2010,2,NA,0
8409,2004,2,NA,1
8409,2006,1,NA,1
8409,2008,NA,NA,NA
8409,2010,1,NA,1
8410,2004,2,NA,1
8410,2006,1,NA,1
8410,2008,1,NA,1
8410,2010,1,NA,1
8411,2004,2,NA,1
8411,2006,3,NA,1
8411,2008,2,NA,1
8411,2010,2,1,NA
8412,2004,4,NA,0
8412,2006,4,0,0
8412,2008,NA,NA,NA
8412,2010,NA,NA,NA
8413,2004,1,NA,1
8413,2006,1,NA,1
8413,2008,1,NA,1
8413,2010,1,1,NA
8414,2004,1,NA,1
8414,2006,2,1,0
8414,2008,1,1,0
8414,2010,4,1,0
8415,2004,2,NA,1
8415,2006,4,NA,1
8415,2008,3,NA,1
8415,2010,2,NA,1
8416,2004,3,NA,1
8416,2006,2,NA,1
8416,2008,3,NA,1
8416,2010,2,NA,1
8417,2004,1,NA,1
8417,2006,1,NA,1
8417,2008,1,NA,1
8417,2010,1,1,0
8418,2004,1,NA,1
8418,2006,2,NA,1
8418,2008,2,1,NA
8418,2010,3,NA,1
8419,2004,NA,NA,NA
8419,2006,2,NA,1
8419,2008,2,1,0
8419,2010,NA,NA,NA
8420,2004,4,0,0
8420,2006,4,0,0
8420,2008,3,0,0
8420,2010,4,0,0
8421,2004,3,0,0
8421,2006,2,0,0
8421,2008,2,NA,1
8421,2010,3,0,0
8422,2004,2,NA,1
8422,2006,1,NA,1
8422,2008,2,NA,1
8422,2010,2,NA,1
8423,2004,NA,NA,NA
8423,2006,NA,NA,NA
8423,2008,3,1,NA
8423,2010,NA,NA,NA
8424,2004,1,0,0
8424,2006,3,0,0
8424,2008,2,NA,1
8424,2010,1,NA,1
8425,2004,1,NA,1
8425,2006,1,NA,1
8425,2008,1,NA,1
8425,2010,1,NA,1
8426,2004,2,NA,1
8426,2006,1,NA,1
8426,2008,2,NA,1
8426,2010,3,NA,1
8427,2004,4,NA,1
8427,2006,3,1,0
8427,2008,4,1,NA
8427,2010,1,1,0
8428,2004,NA,NA,NA
8428,2006,4,0,0
8428,2008,3,1,NA
8428,2010,4,0,0
8429,2004,3,0,0
8429,2006,3,NA,1
8429,2008,2,NA,1
8429,2010,3,0,0
8430,2004,3,0,0
8430,2006,4,1,NA
8430,2008,4,1,NA
8430,2010,3,1,NA
8431,2004,1,NA,1
8431,2006,2,1,0
8431,2008,1,0,0
8431,2010,2,1,0
8432,2004,NA,NA,NA
8432,2006,NA,NA,NA
8432,2008,2,NA,1
8432,2010,NA,NA,NA
8433,2004,2,NA,1
8433,2006,2,1,0
8433,2008,2,NA,1
8433,2010,NA,NA,NA
8434,2004,2,0,0
8434,2006,2,1,0
8434,2008,3,0,0
8434,2010,2,NA,0
8435,2004,NA,NA,NA
8435,2006,1,0,0
8435,2008,3,0,0
8435,2010,1,0,0
8436,2004,3,NA,1
8436,2006,3,NA,1
8436,2008,2,NA,1
8436,2010,2,NA,1
8437,2004,3,NA,1
8437,2006,3,1,0
8437,2008,2,NA,1
8437,2010,3,NA,1
8438,2004,2,NA,1
8438,2006,1,1,NA
8438,2008,1,1,NA
8438,2010,1,NA,1
8439,2004,2,NA,1
8439,2006,2,NA,1
8439,2008,2,1,NA
8439,2010,3,1,0
8440,2004,3,NA,1
8440,2006,3,1,0
8440,2008,NA,NA,NA
8440,2010,2,1,0
8441,2004,2,1,0
8441,2006,4,1,0
8441,2008,3,NA,1
8441,2010,4,1,NA
8442,2004,3,1,0
8442,2006,2,0,0
8442,2008,1,NA,1
8442,2010,2,NA,1
8443,2004,4,1,0
8443,2006,1,1,0
8443,2008,1,1,0
8443,2010,1,1,NA
8444,2004,4,0,0
8444,2006,4,NA,0
8444,2008,2,0,0
8444,2010,3,1,NA
8445,2004,2,1,0
8445,2006,4,0,0
8445,2008,1,1,NA
8445,2010,2,NA,NA
8446,2004,3,0,0
8446,2006,3,NA,0
8446,2008,2,0,0
8446,2010,3,NA,0
8447,2004,2,0,0
8447,2006,4,0,0
8447,2008,2,0,0
8447,2010,4,0,NA
8448,2004,3,NA,0
8448,2006,4,1,0
8448,2008,4,0,0
8448,2010,2,1,0
8449,2004,NA,NA,NA
8449,2006,NA,NA,NA
8449,2008,NA,NA,NA
8449,2010,NA,NA,NA
8450,2004,NA,NA,NA
8450,2006,NA,NA,NA
8450,2008,NA,NA,NA
8450,2010,NA,NA,NA
8451,2004,1,NA,1
8451,2006,1,1,0
8451,2008,2,NA,1
8451,2010,2,1,NA
8452,2004,2,1,0
8452,2006,2,1,NA
8452,2008,3,1,0
8452,2010,4,1,0
8453,2004,4,1,0
8453,2006,4,0,0
8453,2008,2,0,0
8453,2010,3,0,NA
8454,2004,3,NA,0
8454,2006,3,0,0
8454,2008,4,0,0
8454,2010,4,0,0
8455,2004,3,NA,1
8455,2006,4,1,0
8455,2008,3,1,0
8455,2010,3,0,0
8456,2004,NA,NA,NA
8456,2006,NA,NA,NA
8456,2008,3,0,0
8456,2010,4,0,0
8457,2004,2,0,0
8457,2006,NA,NA,NA
8457,2008,NA,NA,NA
8457,2010,NA,NA,NA
8458,2004,4,0,0
8458,2006,4,1,NA
8458,2008,4,1,0
8458,2010,4,0,0
8459,2004,NA,NA,NA
8459,2006,3,1,0
8459,2008,NA,NA,NA
8459,2010,4,NA,0
8460,2004,1,NA,1
8460,2006,1,1,0
8460,2008,1,1,NA
8460,2010,2,1,0
8461,2004,4,NA,0
8461,2006,4,0,0
8461,2008,4,0,NA
8461,2010,3,NA,0
8462,2004,4,0,0
8462,2006,4,NA,0
8462,2008,1,0,NA
8462,2010,3,NA,0
8463,2004,4,1,0
8463,2006,3,1,0
8463,2008,2,1,0
8463,2010,3,1,0
8464,2004,3,0,0
8464,2006,3,0,0
8464,2008,2,0,NA
8464,2010,3,1,0
8465,2004,NA,NA,NA
8465,2006,4,1,NA
8465,2008,4,1,0
8465,2010,4,1,0
8466,2004,4,NA,1
8466,2006,3,1,0
8466,2008,3,1,NA
8466,2010,3,NA,1
8467,2004,NA,NA,NA
8467,2006,NA,NA,NA
8467,2008,1,1,0
8467,2010,NA,NA,NA
8468,2004,1,NA,1
8468,2006,2,1,0
8468,2008,2,1,NA
8468,2010,4,1,NA
8469,2004,NA,NA,NA
8469,2006,1,1,0
8469,2008,2,NA,NA
8469,2010,2,1,0
8470,2004,3,0,0
8470,2006,1,0,NA
8470,2008,3,NA,1
8470,2010,4,1,0
8471,2004,4,NA,1
8471,2006,1,NA,1
8471,2008,1,1,NA
8471,2010,1,NA,1
8472,2004,2,1,0
8472,2006,4,1,0
8472,2008,4,1,NA
8472,2010,4,1,0
8473,2004,4,1,0
8473,2006,4,0,0
8473,2008,3,0,0
8473,2010,NA,NA,NA
8474,2004,NA,NA,NA
8474,2006,NA,NA,NA
8474,2008,NA,NA,NA
8474,2010,NA,NA,NA
8475,2004,1,0,0
8475,2006,4,1,0
8475,2008,1,NA,1
8475,2010,2,1,NA
8476,2004,4,1,0
8476,2006,4,NA,0
8476,2008,2,1,0
8476,2010,4,0,NA
8477,2004,4,0,0
8477,2006,4,0,0
8477,2008,4,0,0
8477,2010,4,0,NA
8478,2004,4,1,0
8478,2006,3,1,0
8478,2008,4,0,NA
8478,2010,4,1,NA
8479,2004,1,NA,1
8479,2006,1,NA,1
8479,2008,1,1,NA
8479,2010,2,1,NA
8480,2004,4,1,0
8480,2006,4,NA,0
8480,2008,1,1,NA
8480,2010,4,1,NA
8481,2004,NA,NA,NA
8481,2006,4,NA,1
8481,2008,4,1,NA
8481,2010,2,1,NA
8482,2004,NA,NA,NA
8482,2006,3,1,0
8482,2008,4,1,NA
8482,2010,2,1,0
8483,2004,1,NA,1
8483,2006,4,NA,1
8483,2008,2,1,NA
8483,2010,3,1,NA
8484,2004,4,1,0
8484,2006,3,0,0
8484,2008,1,NA,1
8484,2010,1,1,NA
8485,2004,3,NA,1
8485,2006,4,1,0
8485,2008,3,NA,1
8485,2010,4,1,NA
8486,2004,1,1,0
8486,2006,2,1,0
8486,2008,1,1,0
8486,2010,2,1,0
8487,2004,NA,NA,NA
8487,2006,NA,NA,NA
8487,2008,NA,NA,NA
8487,2010,NA,NA,NA
8488,2004,NA,NA,NA
8488,2006,2,0,NA
8488,2008,1,0,0
8488,2010,4,0,0
8489,2004,2,NA,1
8489,2006,2,NA,1
8489,2008,2,NA,1
8489,2010,4,0,NA
8490,2004,3,1,0
8490,2006,3,1,NA
8490,2008,3,1,NA
8490,2010,3,NA,1
8491,2004,2,NA,1
8491,2006,1,1,NA
8491,2008,2,1,0
8491,2010,2,0,0
8492,2004,2,1,0
8492,2006,1,0,0
8492,2008,2,1,0
8492,2010,2,1,0
8493,2004,4,1,0
8493,2006,4,0,0
8493,2008,3,0,0
8493,2010,4,0,0
8494,2004,4,0,0
8494,2006,4,0,NA
8494,2008,4,1,NA
8494,2010,1,1,0
8495,2004,4,NA,1
8495,2006,4,1,NA
8495,2008,4,1,NA
8495,2010,4,1,0
8496,2004,2,NA,1
8496,2006,3,NA,1
8496,2008,3,NA,1
8496,2010,3,1,0
8497,2004,4,0,0
8497,2006,4,1,NA
8497,2008,4,1,NA
8497,2010,4,1,0
8498,2004,2,NA,0
8498,2006,4,NA,0
8498,2008,2,0,0
8498,2010,2,NA,0
8499,2004,3,0,0
8499,2006,3,0,0
8499,2008,2,0,0
8499,2010,4,1,0
8500,2004,1,0,0
8500,2006,2,0,0
8500,2008,2,0,0
8500,2010,3,0,0
8501,2004,3,0,0
8501,2006,1,1,NA
8501,2008,2,1,0
8501,2010,3,1,0
8502,2004,2,NA,1
8502,2006,2,1,0
8502,2008,2,NA,1
8502,2010,2,1,0
8503,2004,2,0,0
8503,2006,2,1,0
8503,2008,1,NA,1
8503,2010,4,0,0
8504,2004,2,0,0
8504,2006,2,0,0
8504,2008,3,0,0
8504,2010,NA,NA,NA
8505,2004,2,NA,1
8505,2006,3,NA,1
8505,2008,2,NA,1
8505,2010,3,NA,1
8506,2004,2,NA,1
8506,2006,3,NA,1
8506,2008,4,1,NA
8506,2010,4,1,0
8507,2004,3,0,0
8507,2006,2,1,0
8507,2008,2,NA,0
8507,2010,3,0,0
8508,2004,2,0,0
8508,2006,4,0,0
8508,2008,4,0,0
8508,2010,4,0,0
8509,2004,3,0,0
8509,2006,3,1,0
8509,2008,4,0,0
8509,2010,2,1,0
8510,2004,2,NA,1
8510,2006,2,NA,1
8510,2008,1,1,NA
8510,2010,1,NA,1
8511,2004,1,1,0
8511,2006,2,1,0
8511,2008,2,1,NA
8511,2010,3,1,0
8512,2004,4,0,0
8512,2006,3,0,0
8512,2008,2,NA,1
8512,2010,3,1,0
8513,2004,2,NA,1
8513,2006,2,1,0
8513,2008,2,NA,1
8513,2010,2,NA,1
8514,2004,2,NA,1
8514,2006,2,1,0
8514,2008,1,1,NA
8514,2010,2,1,0
8515,2004,3,0,0
8515,2006,4,1,NA
8515,2008,4,1,NA
8515,2010,4,1,0
8516,2004,2,NA,1
8516,2006,2,1,0
8516,2008,2,1,NA
8516,2010,2,1,0
8517,2004,4,0,0
